procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-02545,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,HVAC Maintenance & Mechanical Services — City of Vallejo,HVAC & Mechanical Services,541512,"$1,000,000–$2,500,000",G4S Secure Solutions,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-10,2026-08-19,2027-12-13,2026-02-28,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02549,California Department of Education (CDE),State,"Sacramento, CA",US,Facilities Maintenance & Repair Services — California Department of Education (CDE),Facilities Maintenance & Repair,561612,"$300,000–$500,000",Xerox Corporation,3 Years,2026-07-05,2026-10-07,2026-10-23,2026-03-25,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Xerox Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02552,Solano County — Purchasing Services,County,"Fairfield, CA",US,IT Infrastructure & Managed Services Contract — Solano County,IT Infrastructure & Managed Services,562111,"$10,000,000–$25,000,000",Stericycle Inc.,3 Years + 2 Options,2026-08-09,2026-09-07,2027-10-27,2025-08-14,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02553,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Uniformed Security Guard Services — Bay Area Rapid Transit (BART),Security Guard Services,562111,"$500,000–$1,000,000",SAIC (Science Applications International Corp.),1 Year + 4 Options,2026-09-10,2026-07-22,2026-09-29,2026-05-20,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02556,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Temporary Staffing & Workforce Solutions — City of Vallejo,Staffing & Temporary Labor,562111,"$1,000,000–$2,500,000",Manpower Group,3 Years,2026-08-08,2026-08-06,2026-11-22,2026-05-04,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02559,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,IT Infrastructure & Managed Services Contract — California Department of Transportation (Caltrans),IT Infrastructure & Managed Services,561612,"$10,000,000–$25,000,000",Stericycle Inc.,1 Year,2026-09-05,2026-08-09,2027-06-06,2024-11-17,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02564,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Public Works & Infrastructure Maintenance — San Francisco Municipal Transportation Agency (SFMTA),Public Works & Infrastructure,541512,"$1,000,000–$2,500,000",Iron Mountain Inc.,2 Years,2026-06-30,2026-09-11,2026-12-04,2025-06-03,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02566,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Professional Consulting Services — San Francisco Municipal Transportation Agency (SFMTA),Consulting & Professional Services,561730,"$25,000,000+",Clean Harbors Inc.,5 Years,2026-07-25,2026-11-01,2026-09-08,2025-10-25,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02568,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Pest Control & Sanitation Services — City of Vallejo,Pest Control & Sanitation,561730,"$75,000–$150,000",Adecco Group,1 Year,2026-09-19,2026-08-29,2026-12-07,2025-03-15,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Adecco Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02572,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,AI & Process Automation Implementation Services — Sacramento County,AI & Automation Implementation,561730,"$1,000,000–$2,500,000",Kforce Inc.,5 Years,2026-08-10,2026-08-13,2028-05-18,2026-05-24,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Kforce Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02574,Solano County — Purchasing Services,County,"Fairfield, CA",US,Records Management & Document Digitization Services — Solano County,Records Management & Digitization,541512,"$5,000,000–$10,000,000",Aramark Corporation,1 Year,2026-09-01,2026-09-07,2027-11-21,2025-04-03,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Aramark Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02577,Port of Oakland,Port Authority,"Oakland, CA",US,Construction & Facility Renovation Services — Port of Oakland,Construction & Renovation,561720,"$500,000–$1,000,000",Robert Half International,1 Year,2026-07-09,2026-10-08,2028-02-26,2026-03-28,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Robert Half International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02578,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Environmental Compliance & Remediation Services — Alameda County,Environmental Compliance Services,541513,"$25,000–$75,000",SAIC (Science Applications International Corp.),3 Years,2026-08-29,2026-10-09,2028-03-03,2025-05-16,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02581,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Grounds Maintenance & Landscaping Services — San Francisco Municipal Transportation Agency (SFMTA),Landscaping & Grounds Maintenance,561730,"$300,000–$500,000",Iron Mountain Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-01,2026-11-03,2027-03-22,2024-10-25,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02582,Port of Oakland,Port Authority,"Oakland, CA",US,Public Works & Infrastructure Maintenance — Port of Oakland,Public Works & Infrastructure,541512,"$2,500,000–$5,000,000",Adecco Group,3 Years + 2 Options,2026-06-19,2026-08-08,2027-02-16,2024-08-03,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Adecco Group; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02583,Solano County — Purchasing Services,County,"Fairfield, CA",US,Professional Consulting Services — Solano County,Consulting & Professional Services,493110,"$10,000,000–$25,000,000",Leidos Holdings Inc.,3 Years + 2 Options,2026-06-21,2026-09-15,2027-06-28,2025-12-05,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02588,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),Electrical Services,541512,"$2,500,000–$5,000,000",Fluor Corporation,1 Year,2026-06-30,2026-10-31,2027-09-25,2026-05-21,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Fluor Corporation; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02596,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Temporary Staffing & Workforce Solutions — City of Benicia,Staffing & Temporary Labor,484110,"$2,500,000–$5,000,000",Stericycle Inc.,2 Years,2026-08-22,2026-08-12,2028-05-18,2026-04-06,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper timesheets — digital workforce management opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02599,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Pest Control & Sanitation Services — City of Fairfield,Pest Control & Sanitation,562111,"$25,000–$75,000",Cintas Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-30,2026-07-25,2027-12-17,2025-12-02,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Cintas Corporation; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Paper timesheets — digital workforce management opportunity,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02601,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Food Services & Catering Contract — City of Fairfield,Food Services & Catering,493110,"$10,000,000–$25,000,000",AECOM Technology Corp.,2 Years,2026-07-27,2026-08-09,2026-10-10,2024-09-18,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02608,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,IT Infrastructure & Managed Services Contract — Sacramento County,IT Infrastructure & Managed Services,493110,"$25,000–$75,000",Jani-King International,2 Years,2026-07-18,2026-07-27,2027-03-28,2026-01-03,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Jani-King International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02620,Contra Costa County — Purchasing,County,"Martinez, CA",US,Healthcare Facility Support Services — Contra Costa County,Healthcare Support Services,561710,"$75,000–$150,000",Jani-King International,5 Years,2026-09-13,2026-07-26,2027-11-04,2024-12-15,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Jani-King International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02623,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,AI & Process Automation Implementation Services — City of Vacaville,AI & Automation Implementation,541513,"$5,000,000–$10,000,000",Parsons Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-17,2026-07-23,2026-08-30,2024-06-04,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Parsons Corporation; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02625,California Department of Education (CDE),State,"Sacramento, CA",US,Environmental Compliance & Remediation Services — California Department of Education (CDE),Environmental Compliance Services,562111,"$150,000–$300,000",G4S Secure Solutions,1 Year + 4 Options,2026-07-24,2026-11-23,2027-09-07,2024-11-17,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02634,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Grounds Maintenance & Landscaping Services — City of Fairfield,Landscaping & Grounds Maintenance,484110,"$500,000–$1,000,000",Clean Harbors Inc.,3 Years,2026-09-18,2026-10-04,2028-02-12,2026-03-13,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02636,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,IT Infrastructure & Managed Services Contract — City of Fairfield,IT Infrastructure & Managed Services,238320,"$300,000–$500,000",Adecco Group,5 Years,2026-07-12,2026-10-31,2028-04-17,2024-11-20,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Adecco Group; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02639,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Construction & Facility Renovation Services — Alameda County,Construction & Renovation,541513,"$75,000–$150,000",Unknown/No Incumbent,5 Years,2026-09-04,2026-08-14,2027-04-10,2025-10-11,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02645,Contra Costa County — Purchasing,County,"Martinez, CA",US,Facilities Maintenance & Repair Services — Contra Costa County,Facilities Maintenance & Repair,541513,"$10,000,000–$25,000,000",AECOM Technology Corp.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-16,2026-10-23,2027-04-20,2024-06-04,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02660,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,HVAC Maintenance & Mechanical Services — San Francisco Municipal Transportation Agency (SFMTA),HVAC & Mechanical Services,541513,"$75,000–$150,000",ABM Industries Inc.,1 Year + 4 Options,2026-07-31,2026-10-08,2027-07-31,2026-05-15,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02661,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,HVAC Maintenance & Mechanical Services — Port of Los Angeles,HVAC & Mechanical Services,562111,"$2,500,000–$5,000,000",ABM Industries Inc.,3 Years,2026-08-05,2026-07-31,2027-05-21,2025-07-27,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02666,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Uniformed Security Guard Services — City of Fairfield,Security Guard Services,561730,"$5,000,000–$10,000,000",Adecco Group,2 Years,2026-07-20,2026-07-20,2027-08-15,2025-06-21,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Adecco Group; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02667,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Pest Control & Sanitation Services — Bay Area Rapid Transit (BART),Pest Control & Sanitation,493110,"$300,000–$500,000",Robert Half International,5 Years + 2 Options,2026-08-10,2026-10-02,2027-06-08,2025-10-14,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Robert Half International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02672,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Pest Control & Sanitation Services — Port of Los Angeles,Pest Control & Sanitation,561720,"$300,000–$500,000",SAIC (Science Applications International Corp.),2 Years,2026-08-19,2026-11-08,2027-10-19,2025-10-23,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02673,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,IT Infrastructure & Managed Services Contract — California Department of Transportation (Caltrans),IT Infrastructure & Managed Services,561720,"$300,000–$500,000",Stericycle Inc.,3 Years,2026-08-10,2026-08-09,2026-08-31,2025-04-15,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02674,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Pest Control & Sanitation Services — San Francisco Municipal Transportation Agency (SFMTA),Pest Control & Sanitation,484110,"$10,000,000–$25,000,000",Xerox Corporation,5 Years,2026-08-30,2026-10-31,2026-09-12,2026-04-21,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Xerox Corporation; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02677,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Food Services & Catering Contract — California Department of Transportation (Caltrans),Food Services & Catering,561710,"$75,000–$150,000",Recall Holdings,3 Years,2026-07-08,2026-11-12,2027-07-07,2024-07-29,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Recall Holdings; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02684,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Uniformed Security Guard Services — City of Vallejo,Security Guard Services,238320,"$75,000–$150,000",Adecco Group,5 Years,2026-06-13,2026-10-16,2028-03-29,2024-07-08,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Adecco Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02693,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Pest Control & Sanitation Services — Los Angeles Unified School District (LAUSD),Pest Control & Sanitation,541513,"$5,000,000–$10,000,000",Republic Services Inc.,1 Year + 4 Options,2026-09-18,2026-08-04,2026-12-16,2024-12-25,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02695,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Custodial Services Contract — San Francisco Municipal Transportation Agency (SFMTA),Janitorial & Custodial Services,493110,"$150,000–$300,000",Jan-Pro Franchising International,1 Year + 4 Options,2026-08-28,2026-11-24,2027-09-14,2024-11-01,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper timesheets — digital workforce management opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
