source,target,relationship_type,weight,operational_dependency_level,recurring_revenue_relevance,monetization_potential,contract_value,renewal_date,prime_pathwy_priority
PP-PRIME-PATHWY,ENT-00338,ai_automation_target,0.681,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00341,ai_automation_target,0.632,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00343,ai_automation_target,0.936,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00346,ai_automation_target,0.836,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00347,ai_automation_target,0.635,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00349,ai_automation_target,0.805,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00354,ai_automation_target,0.804,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00355,ai_automation_target,0.884,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00356,ai_automation_target,0.829,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00358,ai_automation_target,0.906,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00361,ai_automation_target,0.728,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00362,ai_automation_target,0.648,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00365,ai_automation_target,0.758,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00367,ai_automation_target,0.599,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00369,ai_automation_target,0.672,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00370,ai_automation_target,0.579,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00373,ai_automation_target,0.767,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00374,ai_automation_target,0.773,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00376,ai_automation_target,0.711,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00378,ai_automation_target,0.888,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00379,ai_automation_target,0.505,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00380,ai_automation_target,0.817,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00382,ai_automation_target,0.766,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00384,ai_automation_target,0.594,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00389,ai_automation_target,0.736,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00391,ai_automation_target,0.848,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00392,ai_automation_target,0.748,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00393,ai_automation_target,0.912,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00394,ai_automation_target,0.765,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00395,ai_automation_target,0.529,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00396,ai_automation_target,0.908,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00397,ai_automation_target,0.503,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00400,ai_automation_target,0.72,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00403,ai_automation_target,0.853,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00404,ai_automation_target,0.673,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00405,ai_automation_target,0.73,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00406,ai_automation_target,0.725,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00407,ai_automation_target,0.686,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00412,ai_automation_target,0.811,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00417,ai_automation_target,0.63,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00419,ai_automation_target,0.642,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00420,ai_automation_target,0.884,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00421,ai_automation_target,0.505,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00423,ai_automation_target,0.711,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00428,ai_automation_target,0.871,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00433,ai_automation_target,0.79,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00434,ai_automation_target,0.525,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00436,ai_automation_target,0.691,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00437,ai_automation_target,0.583,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00439,ai_automation_target,0.674,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00442,ai_automation_target,0.912,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00443,ai_automation_target,0.684,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00444,ai_automation_target,0.54,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00445,ai_automation_target,0.689,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00448,ai_automation_target,0.916,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00450,ai_automation_target,0.601,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00451,ai_automation_target,0.731,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00452,ai_automation_target,0.922,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00453,ai_automation_target,0.601,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00455,ai_automation_target,0.612,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00459,ai_automation_target,0.51,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00461,ai_automation_target,0.652,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00462,ai_automation_target,0.735,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00464,ai_automation_target,0.923,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00471,ai_automation_target,0.865,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00472,ai_automation_target,0.804,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00473,ai_automation_target,0.561,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00475,ai_automation_target,0.525,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00479,ai_automation_target,0.765,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00481,ai_automation_target,0.822,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00482,ai_automation_target,0.838,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00486,ai_automation_target,0.684,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00487,ai_automation_target,0.715,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00488,ai_automation_target,0.879,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00489,ai_automation_target,0.921,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00490,ai_automation_target,0.661,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00491,ai_automation_target,0.796,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00495,ai_automation_target,0.897,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00496,ai_automation_target,0.842,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00501,ai_automation_target,0.67,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00504,ai_automation_target,0.903,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00505,ai_automation_target,0.903,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00507,ai_automation_target,0.726,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00508,ai_automation_target,0.689,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00510,ai_automation_target,0.933,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00511,ai_automation_target,0.879,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00513,ai_automation_target,0.831,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00514,ai_automation_target,0.651,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00517,ai_automation_target,0.914,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00521,ai_automation_target,0.923,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00522,ai_automation_target,0.501,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00523,ai_automation_target,0.647,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00526,ai_automation_target,0.64,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00527,ai_automation_target,0.659,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00528,ai_automation_target,0.638,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00530,ai_automation_target,0.661,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00532,ai_automation_target,0.755,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00533,ai_automation_target,0.685,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00537,ai_automation_target,0.917,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00538,ai_automation_target,0.578,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00539,ai_automation_target,0.717,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00540,ai_automation_target,0.797,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00541,ai_automation_target,0.736,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00542,ai_automation_target,0.7,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00543,ai_automation_target,0.751,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00546,ai_automation_target,0.515,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00547,ai_automation_target,0.678,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00548,ai_automation_target,0.861,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00552,ai_automation_target,0.863,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00554,ai_automation_target,0.889,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00556,ai_automation_target,0.9,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00557,ai_automation_target,0.772,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00558,ai_automation_target,0.505,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00559,ai_automation_target,0.935,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00560,ai_automation_target,0.566,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00561,ai_automation_target,0.701,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00562,ai_automation_target,0.6,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00565,ai_automation_target,0.883,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00566,ai_automation_target,0.943,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00567,ai_automation_target,0.539,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00568,ai_automation_target,0.738,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00569,ai_automation_target,0.764,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00572,ai_automation_target,0.753,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00574,ai_automation_target,0.594,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00579,ai_automation_target,0.695,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00580,ai_automation_target,0.655,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00581,ai_automation_target,0.556,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00584,ai_automation_target,0.844,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00585,ai_automation_target,0.653,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00586,ai_automation_target,0.698,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00587,ai_automation_target,0.549,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00588,ai_automation_target,0.936,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00590,ai_automation_target,0.754,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00591,ai_automation_target,0.507,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00592,ai_automation_target,0.816,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00593,ai_automation_target,0.846,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00594,ai_automation_target,0.633,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00597,ai_automation_target,0.938,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00598,ai_automation_target,0.619,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00600,ai_automation_target,0.735,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00604,ai_automation_target,0.922,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00605,ai_automation_target,0.527,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00608,ai_automation_target,0.793,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00609,ai_automation_target,0.708,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00613,ai_automation_target,0.936,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00616,ai_automation_target,0.75,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00620,ai_automation_target,0.587,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00621,ai_automation_target,0.801,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00624,ai_automation_target,0.902,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00625,ai_automation_target,0.573,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00626,ai_automation_target,0.627,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00630,ai_automation_target,0.881,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00631,ai_automation_target,0.798,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00635,ai_automation_target,0.864,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00636,ai_automation_target,0.733,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00638,ai_automation_target,0.716,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00645,ai_automation_target,0.519,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00647,ai_automation_target,0.889,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00648,ai_automation_target,0.89,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00650,ai_automation_target,0.555,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00654,ai_automation_target,0.897,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00656,ai_automation_target,0.724,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00657,ai_automation_target,0.657,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00660,ai_automation_target,0.707,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00661,ai_automation_target,0.734,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00664,ai_automation_target,0.574,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00665,ai_automation_target,0.699,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00667,ai_automation_target,0.948,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00669,ai_automation_target,0.541,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00672,ai_automation_target,0.693,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00674,ai_automation_target,0.734,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00675,ai_automation_target,0.905,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00683,ai_automation_target,0.63,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00685,ai_automation_target,0.59,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00687,ai_automation_target,0.859,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00692,ai_automation_target,0.803,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00694,ai_automation_target,0.814,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00695,ai_automation_target,0.538,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00698,ai_automation_target,0.772,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00700,ai_automation_target,0.734,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00702,ai_automation_target,0.776,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00704,ai_automation_target,0.941,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00708,ai_automation_target,0.884,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00710,ai_automation_target,0.672,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00711,ai_automation_target,0.619,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00719,ai_automation_target,0.919,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00721,ai_automation_target,0.904,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00722,ai_automation_target,0.866,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00723,ai_automation_target,0.669,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00725,ai_automation_target,0.536,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00727,ai_automation_target,0.931,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00729,ai_automation_target,0.521,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00730,ai_automation_target,0.544,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
