id,label,type,industry,region,country,revenue,employees,ai_score,tier,tech_stack
ENT-01755,Delta Compliance Corp.,company,Legal & Compliance Services,Greater Melbourne,AU,$5M–$10M,1–5,61,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-01756,Vanguard Legal Co.,company,Legal & Compliance Services,Fulton County,US,$50K–$250K,301–750,62,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01757,Delta Compliance Group,company,Legal & Compliance Services,Los Angeles County,US,$50K–$250K,1–5,54,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01758,Precision Legal Inc.,company,Legal & Compliance Services,Greater Melbourne,AU,$50M–$100M,301–750,73,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01759,Delta Compliance Co.,company,Legal & Compliance Services,King County,US,$250K–$500K,1500+,77,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01760,Titan Compliance Industries,company,Legal & Compliance Services,Contra Costa County,US,$10M–$25M,1500+,54,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01761,Guardian Legal Industries,company,Legal & Compliance Services,Greater London,UK,$10M–$25M,76–150,73,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01762,Vanguard Legal Enterprises,company,Legal & Compliance Services,Fulton County,US,$25M–$50M,1–5,91,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01763,Clarity Compliance Systems,company,Legal & Compliance Services,Greater Sydney,AU,$100M+,151–300,73,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01764,Vanguard Legal Services,company,Legal & Compliance Services,Wayne County,US,$50M–$100M,76–150,72,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01765,Precision Legal Inc.,company,Legal & Compliance Services,Denver County,US,$500K–$1M,16–30,90,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01766,Vanguard Legal Systems,company,Legal & Compliance Services,King County,US,$100M+,1500+,41,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01767,Guardian Legal Consulting,company,Legal & Compliance Services,Los Angeles County,US,$5M–$10M,6–15,68,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01768,Titan Compliance Services,company,Legal & Compliance Services,Alameda County,US,$100M+,151–300,95,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01769,Summit Compliance Enterprises,company,Legal & Compliance Services,Greater Sydney,AU,$5M–$10M,16–30,96,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01770,Vanguard Legal Systems,company,Legal & Compliance Services,Sonoma County,US,$2.5M–$5M,31–75,46,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01771,ProLegal Services,company,Legal & Compliance Services,Miami-Dade County,US,$10M–$25M,1–5,68,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01772,Delta Compliance Services,company,Legal & Compliance Services,Greater Sydney,AU,$50K–$250K,751–1500,73,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01773,ProLegal Solutions,company,Legal & Compliance Services,Napa County,US,$25M–$50M,301–750,97,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01774,Apex Legal Corp.,company,Legal & Compliance Services,Calgary Region,CA,$50K–$250K,151–300,47,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01775,Titan Compliance Services,company,Legal & Compliance Services,Cuyahoga County,US,$50K–$250K,751–1500,89,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01776,ProLegal Enterprises,company,Legal & Compliance Services,Orange County,US,$1M–$2.5M,31–75,63,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01777,Guardian Legal Group,company,Legal & Compliance Services,San Francisco County,US,$50K–$250K,151–300,77,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01778,Delta Compliance Services,company,Legal & Compliance Services,Contra Costa County,US,$500K–$1M,6–15,72,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01779,Titan Compliance Inc.,company,Legal & Compliance Services,West Midlands,UK,$50K–$250K,76–150,83,Tier 2 — 30-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01780,Titan Compliance Associates,company,Legal & Compliance Services,Fulton County,US,$1M–$2.5M,16–30,97,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01781,Atlas Legal Consulting,company,Legal & Compliance Services,Los Angeles County,US,$500K–$1M,1500+,51,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01782,Vanguard Legal Industries,company,Legal & Compliance Services,Sacramento County,US,$500K–$1M,6–15,82,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01783,Apex Legal LLC,company,Legal & Compliance Services,West Midlands,UK,$1M–$2.5M,76–150,85,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01784,Precision Legal Co.,company,Legal & Compliance Services,West Midlands,UK,$250K–$500K,751–1500,79,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01785,Titan Compliance Co.,company,Legal & Compliance Services,Greater London,UK,$250K–$500K,76–150,63,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01786,Clarity Compliance Enterprises,company,Legal & Compliance Services,Wayne County,US,$50K–$250K,76–150,78,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01787,Guardian Legal Systems,company,Legal & Compliance Services,Greater Toronto Area,CA,$50M–$100M,31–75,70,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01788,Titan Compliance Solutions,company,Legal & Compliance Services,Solano County,US,$2.5M–$5M,31–75,41,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01789,ProLegal Consulting,company,Legal & Compliance Services,Marin County,US,$5M–$10M,1–5,82,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01790,Precision Legal Partners,company,Legal & Compliance Services,King County,US,$100M+,16–30,90,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01791,Delta Compliance LLC,company,Legal & Compliance Services,Greater Toronto Area,CA,$10M–$25M,1500+,62,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01792,Precision Legal Associates,company,Legal & Compliance Services,Contra Costa County,US,$5M–$10M,151–300,85,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01793,Apex Legal Partners,company,Legal & Compliance Services,Marin County,US,$5M–$10M,76–150,61,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01794,Clarity Compliance Systems,company,Legal & Compliance Services,Sacramento County,US,$10M–$25M,301–750,93,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01795,Titan Compliance Services,company,Legal & Compliance Services,Sonoma County,US,$25M–$50M,6–15,58,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01796,Titan Compliance Industries,company,Legal & Compliance Services,San Francisco County,US,$500K–$1M,1–5,77,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01797,Summit Compliance Group,company,Legal & Compliance Services,Sonoma County,US,$10M–$25M,16–30,94,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01798,Summit Compliance LLC,company,Legal & Compliance Services,Greater Sydney,AU,$250K–$500K,6–15,69,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01799,Delta Compliance LLC,company,Legal & Compliance Services,Contra Costa County,US,$25M–$50M,301–750,48,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01800,Apex Legal Enterprises,company,Legal & Compliance Services,Sacramento County,US,$100M+,16–30,88,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01801,Guardian Marketing Partners,company,Marketing & Digital Services,Solano County,US,$10M–$25M,751–1500,47,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01802,Atlas Digital LLC,company,Marketing & Digital Services,Calgary Region,CA,$50K–$250K,1500+,70,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01803,Titan Marketing Group,company,Marketing & Digital Services,Marin County,US,$500K–$1M,6–15,63,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-01804,Clarity Digital Industries,company,Marketing & Digital Services,Orange County,US,$50K–$250K,6–15,57,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01805,Vanguard Digital Consulting,company,Marketing & Digital Services,San Francisco County,US,$50M–$100M,301–750,68,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01806,Summit Marketing LLC,company,Marketing & Digital Services,Wayne County,US,$50K–$250K,151–300,52,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01807,Delta Media Group,company,Marketing & Digital Services,Maricopa County,US,$10M–$25M,1–5,43,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01808,Guardian Marketing Co.,company,Marketing & Digital Services,Greater Sydney,AU,$250K–$500K,751–1500,43,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01809,Summit Marketing Corp.,company,Marketing & Digital Services,Greater London,UK,$100M+,301–750,44,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01810,Clarity Digital Co.,company,Marketing & Digital Services,Greater Toronto Area,CA,$5M–$10M,301–750,40,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01811,Vanguard Digital LLC,company,Marketing & Digital Services,Cook County,US,$250K–$500K,1–5,72,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01812,Vanguard Digital Industries,company,Marketing & Digital Services,Cook County,US,$250K–$500K,301–750,95,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-01813,Clarity Digital Inc.,company,Marketing & Digital Services,San Diego County,US,$500K–$1M,6–15,64,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01814,Precision Marketing Co.,company,Marketing & Digital Services,Wayne County,US,$5M–$10M,76–150,52,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01815,Apex Digital Group,company,Marketing & Digital Services,Solano County,US,$500K–$1M,6–15,55,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01816,Clarity Digital Industries,company,Marketing & Digital Services,Cuyahoga County,US,$5M–$10M,1–5,81,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-01817,Delta Media Corp.,company,Marketing & Digital Services,Orange County,US,$100M+,751–1500,66,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01818,Precision Marketing Enterprises,company,Marketing & Digital Services,Metro Vancouver,CA,$100M+,301–750,96,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01819,ProMedia Associates,company,Marketing & Digital Services,San Francisco County,US,$50K–$250K,76–150,51,Tier 2 — 30-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01820,Summit Marketing Corp.,company,Marketing & Digital Services,Maricopa County,US,$10M–$25M,6–15,84,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01821,Clarity Digital Associates,company,Marketing & Digital Services,Fulton County,US,$50K–$250K,76–150,66,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01822,Delta Media Industries,company,Marketing & Digital Services,Metro Vancouver,CA,$25M–$50M,16–30,90,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-01823,Atlas Digital Associates,company,Marketing & Digital Services,Fulton County,US,$500K–$1M,76–150,88,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01824,Vanguard Digital Inc.,company,Marketing & Digital Services,Maricopa County,US,$500K–$1M,1500+,74,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-01825,Clarity Digital Consulting,company,Marketing & Digital Services,Metro Vancouver,CA,$50M–$100M,16–30,81,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01826,Apex Digital Inc.,company,Marketing & Digital Services,Sacramento County,US,$2.5M–$5M,76–150,85,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01827,ProMedia Systems,company,Marketing & Digital Services,Napa County,US,$25M–$50M,31–75,85,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-01828,Summit Marketing Group,company,Marketing & Digital Services,Greater Melbourne,AU,$10M–$25M,31–75,65,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01829,Precision Marketing Consulting,company,Marketing & Digital Services,Greater Toronto Area,CA,$5M–$10M,301–750,45,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01830,Vanguard Digital Consulting,company,Marketing & Digital Services,Sacramento County,US,$5M–$10M,31–75,71,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01831,Clarity Digital Consulting,company,Marketing & Digital Services,Alameda County,US,$2.5M–$5M,151–300,45,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-01832,Titan Marketing Enterprises,company,Marketing & Digital Services,Greater Melbourne,AU,$2.5M–$5M,151–300,77,Tier 1 — Immediate Target,"ServiceTitan, Google Workspace"
ENT-01833,Titan Marketing Consulting,company,Marketing & Digital Services,Fulton County,US,$100M+,16–30,43,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-01834,Precision Marketing Industries,company,Marketing & Digital Services,Miami-Dade County,US,$25M–$50M,151–300,49,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01835,Precision Marketing Consulting,company,Marketing & Digital Services,Greater London,UK,$2.5M–$5M,16–30,70,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01836,Titan Marketing Systems,company,Marketing & Digital Services,Maricopa County,US,$50K–$250K,76–150,65,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01837,Vanguard Digital Group,company,Marketing & Digital Services,Greater London,UK,$5M–$10M,151–300,45,Tier 2 — 30-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01838,Vanguard Digital Associates,company,Marketing & Digital Services,San Francisco County,US,$2.5M–$5M,1500+,77,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01839,Clarity Digital LLC,company,Marketing & Digital Services,Metro Vancouver,CA,$100M+,301–750,70,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01840,Apex Digital LLC,company,Marketing & Digital Services,Cook County,US,$1M–$2.5M,1–5,88,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-01841,Guardian Marketing Enterprises,company,Marketing & Digital Services,Alameda County,US,$500K–$1M,301–750,62,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01842,Apex Digital Services,company,Marketing & Digital Services,Metro Vancouver,CA,$250K–$500K,76–150,40,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01843,Clarity Digital Industries,company,Marketing & Digital Services,Marin County,US,$50K–$250K,301–750,95,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01844,Atlas Digital Services,company,Marketing & Digital Services,Sacramento County,US,$50M–$100M,6–15,40,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-01845,Apex Digital Co.,company,Marketing & Digital Services,Maricopa County,US,$100M+,301–750,76,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01846,Clarity Digital Co.,company,Marketing & Digital Services,Solano County,US,$10M–$25M,1–5,74,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01847,Delta Media Systems,company,Marketing & Digital Services,Miami-Dade County,US,$250K–$500K,6–15,60,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01848,Atlas Digital Services,company,Marketing & Digital Services,King County,US,$5M–$10M,76–150,41,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01849,Vanguard Digital Partners,company,Marketing & Digital Services,Sonoma County,US,$10M–$25M,16–30,52,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-01850,Clarity Digital Associates,company,Marketing & Digital Services,Solano County,US,$5M–$10M,1–5,56,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01851,Apex Digital Consulting,company,Marketing & Digital Services,Los Angeles County,US,$25M–$50M,751–1500,52,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01852,Vanguard Digital Partners,company,Marketing & Digital Services,Los Angeles County,US,$2.5M–$5M,1–5,65,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01853,ProMedia Systems,company,Marketing & Digital Services,Orange County,US,$500K–$1M,751–1500,59,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01854,Delta Media Co.,company,Marketing & Digital Services,Sonoma County,US,$2.5M–$5M,6–15,82,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01855,Delta Media Inc.,company,Marketing & Digital Services,Greater Sydney,AU,$5M–$10M,1500+,77,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01856,Precision Marketing Group,company,Marketing & Digital Services,Wayne County,US,$500K–$1M,301–750,51,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01857,ProMedia Enterprises,company,Marketing & Digital Services,Napa County,US,$10M–$25M,751–1500,96,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01858,Guardian Marketing Associates,company,Marketing & Digital Services,Greater Melbourne,AU,$100M+,31–75,52,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01859,Clarity Digital Partners,company,Marketing & Digital Services,Calgary Region,CA,$1M–$2.5M,76–150,51,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01860,Clarity Digital Solutions,company,Marketing & Digital Services,King County,US,$2.5M–$5M,1500+,46,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01861,Atlas Digital Partners,company,Marketing & Digital Services,Miami-Dade County,US,$50K–$250K,151–300,49,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01862,Vanguard Digital Group,company,Marketing & Digital Services,Metro Vancouver,CA,$25M–$50M,6–15,48,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01863,Apex Digital LLC,company,Marketing & Digital Services,San Francisco County,US,$25M–$50M,151–300,91,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01864,Precision Marketing Enterprises,company,Marketing & Digital Services,Greater Melbourne,AU,$25M–$50M,151–300,70,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01865,Vanguard Digital Corp.,company,Marketing & Digital Services,Los Angeles County,US,$250K–$500K,301–750,68,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-01866,Atlas Digital Inc.,company,Marketing & Digital Services,San Diego County,US,$1M–$2.5M,31–75,40,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01867,Delta Media LLC,company,Marketing & Digital Services,Greater Sydney,AU,$2.5M–$5M,301–750,69,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01868,Guardian Marketing Industries,company,Marketing & Digital Services,Cook County,US,$100M+,1500+,97,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-01869,Guardian Marketing Partners,company,Marketing & Digital Services,Greater Sydney,AU,$1M–$2.5M,16–30,44,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01870,Titan Marketing Partners,company,Marketing & Digital Services,Metro Vancouver,CA,$250K–$500K,76–150,78,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01871,Apex Digital Services,company,Marketing & Digital Services,Harris County,US,$50M–$100M,151–300,50,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01872,Vanguard Digital Services,company,Marketing & Digital Services,West Midlands,UK,$25M–$50M,6–15,99,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01873,Precision Marketing Consulting,company,Marketing & Digital Services,Marin County,US,$500K–$1M,751–1500,66,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01874,Summit Marketing Inc.,company,Marketing & Digital Services,Marin County,US,$5M–$10M,6–15,67,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01875,Summit Marketing Services,company,Marketing & Digital Services,San Francisco County,US,$2.5M–$5M,301–750,76,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-01876,Vanguard Digital Services,company,Marketing & Digital Services,Los Angeles County,US,$250K–$500K,301–750,86,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01877,Vanguard Digital Enterprises,company,Marketing & Digital Services,Contra Costa County,US,$100M+,751–1500,89,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01878,Apex Digital Corp.,company,Marketing & Digital Services,Fulton County,US,$10M–$25M,301–750,52,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01879,Precision Marketing Corp.,company,Marketing & Digital Services,San Diego County,US,$2.5M–$5M,76–150,44,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01880,Delta Media Industries,company,Marketing & Digital Services,Denver County,US,$10M–$25M,151–300,81,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01881,Vanguard Digital Services,company,Marketing & Digital Services,Greater Melbourne,AU,$500K–$1M,16–30,93,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01882,Guardian Marketing Industries,company,Marketing & Digital Services,Sacramento County,US,$50M–$100M,1500+,65,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01883,Clarity Digital Corp.,company,Marketing & Digital Services,Napa County,US,$10M–$25M,76–150,97,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01884,Summit Marketing Enterprises,company,Marketing & Digital Services,Fulton County,US,$50K–$250K,76–150,91,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01885,Precision Marketing LLC,company,Marketing & Digital Services,San Diego County,US,$25M–$50M,151–300,68,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01886,Clarity Digital Group,company,Marketing & Digital Services,Miami-Dade County,US,$500K–$1M,16–30,42,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01887,Atlas Digital Systems,company,Marketing & Digital Services,Los Angeles County,US,$250K–$500K,151–300,85,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-01888,Delta Media Systems,company,Marketing & Digital Services,Harris County,US,$5M–$10M,301–750,98,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01889,Precision Marketing Co.,company,Marketing & Digital Services,Denver County,US,$100M+,151–300,78,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01890,Guardian Marketing Group,company,Marketing & Digital Services,Sonoma County,US,$25M–$50M,31–75,95,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01891,Delta Media Systems,company,Marketing & Digital Services,Greater Melbourne,AU,$1M–$2.5M,301–750,58,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01892,Clarity Digital Partners,company,Marketing & Digital Services,Greater Melbourne,AU,$250K–$500K,301–750,50,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01893,Precision Marketing Associates,company,Marketing & Digital Services,Los Angeles County,US,$250K–$500K,1–5,61,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01894,Titan Marketing Enterprises,company,Marketing & Digital Services,Greater London,UK,$250K–$500K,1–5,84,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01895,Titan Marketing Industries,company,Marketing & Digital Services,Sacramento County,US,$25M–$50M,16–30,87,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01896,ProMedia Corp.,company,Marketing & Digital Services,Sacramento County,US,$2.5M–$5M,76–150,82,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01897,Summit Marketing Inc.,company,Marketing & Digital Services,Cook County,US,$1M–$2.5M,1500+,44,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01898,Apex Digital Services,company,Marketing & Digital Services,San Francisco County,US,$100M+,151–300,82,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-01899,Summit Marketing Systems,company,Marketing & Digital Services,Alameda County,US,$2.5M–$5M,6–15,95,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01900,Apex Digital Consulting,company,Marketing & Digital Services,Marin County,US,$50M–$100M,301–750,41,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01901,Titan Medical Services,company,Healthcare Facility Services,Fulton County,US,$5M–$10M,16–30,72,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01902,ProHealth LLC,company,Healthcare Facility Services,San Francisco County,US,$1M–$2.5M,6–15,40,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01903,Summit Medical Co.,company,Healthcare Facility Services,San Diego County,US,$2.5M–$5M,76–150,53,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01904,Vanguard Healthcare LLC,company,Healthcare Facility Services,Solano County,US,$5M–$10M,301–750,52,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01905,Apex Healthcare LLC,company,Healthcare Facility Services,Wayne County,US,$1M–$2.5M,151–300,59,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01906,Clarity Healthcare Corp.,company,Healthcare Facility Services,Solano County,US,$1M–$2.5M,151–300,67,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01907,Atlas Healthcare Partners,company,Healthcare Facility Services,Miami-Dade County,US,$25M–$50M,16–30,66,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01908,Titan Medical Associates,company,Healthcare Facility Services,Cuyahoga County,US,$5M–$10M,76–150,61,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01909,Vanguard Healthcare Group,company,Healthcare Facility Services,Fulton County,US,$50M–$100M,301–750,59,Tier 2 — 30-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01910,Precision Medical Co.,company,Healthcare Facility Services,Contra Costa County,US,$50M–$100M,1500+,50,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01911,Guardian Medical Inc.,company,Healthcare Facility Services,Denver County,US,$25M–$50M,1500+,76,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
